date,name
2010-04-05,Easter Monday
2011-04-22,Good Friday
2011-04-25,Easter Monday
2011-12-26,Boxing Day
2012-04-06,Good Friday
2012-04-09,Easter Monday
2012-05-01,Labour Day
2012-12-25,Christmas
2012-12-26,Boxing Day
2013-01-01,New Year's Day
2013-03-29,Good Friday
2013-04-01,Easter Monday
2013-05-01,Labour Day
2013-12-25,Christmas
2013-12-26,Boxing Day
2014-01-01,New Year's Day
2014-04-18,Good Friday
2014-04-21,Easter Monday
2014-05-01,Labour Day
2014-12-25,Christmas
2014-12-26,Boxing Day
2015-01-01,New Year's Day
2015-04-03,Good Friday
2015-04-06,Easter Monday
2015-05-01,Labour Day
2015-12-25,Christmas
2016-01-01,New Year's Day
2016-03-25,Good Friday
2016-03-28,Easter Monday
2016-12-26,Boxing Day
2017-04-14,Good Friday
2017-04-17,Easter Monday
2017-05-01,Labour Day
2017-12-25,Christmas
2017-12-26,Boxing Day
2018-01-01,New Year's Day
2018-03-30,Good Friday
2018-04-02,Easter Monday
2018-05-01,Labour Day
2018-12-25,Christmas
2018-12-26,Boxing Day
2019-01-01,New Year's Day
2019-04-19,Good Friday
2019-04-22,Easter Monday
2019-05-01,Labour Day
2019-12-25,Christmas
2019-12-26,Boxing Day
2020-01-01,New Year's Day
2020-04-10,Good Friday
2020-04-13,Easter Monday
2020-05-01,Labour Day
2020-12-25,Christmas
2021-01-01,New Year's Day
2021-04-02,Good Friday
2021-04-05,Easter Monday
2022-04-15,Good Friday
2022-04-18,Easter Monday
2022-12-26,Boxing Day
2023-04-07,Good Friday
2023-04-10,Easter Monday
2023-05-01,Labour Day
2023-12-25,Christmas
2023-12-26,Boxing Day
2024-01-01,New Year's Day
2024-03-29,Good Friday
2024-04-01,Easter Monday
2024-05-01,Labour Day
2024-12-25,Christmas
2024-12-26,Boxing Day
2025-01-01,New Year's Day
2025-04-18,Good Friday
2025-04-21,Easter Monday
2025-05-01,Labour Day
2025-12-25,Christmas
2025-12-26,Boxing Day
2026-01-01,New Year's Day
2026-04-03,Good Friday
2026-04-06,Easter Monday
2026-05-01,Labour Day
2026-12-25,Christmas
2027-01-01,New Year's Day
2027-03-26,Good Friday
2027-03-29,Easter Monday
2028-04-14,Good Friday
2028-04-17,Easter Monday
2028-05-01,Labour Day
2028-12-25,Christmas
2028-12-26,Boxing Day
2029-01-01,New Year's Day
2029-03-30,Good Friday
2029-04-02,Easter Monday
2029-05-01,Labour Day
2029-12-25,Christmas
2029-12-26,Boxing Day
2030-01-01,New Year's Day
2030-04-19,Good Friday
2030-04-22,Easter Monday
2030-05-01,Labour Day
2030-12-25,Christmas
2030-12-26,Boxing Day
