date,name
2010-04-29,Showa Day
2010-05-03,Constitution Memorial Day
2010-05-04,Greenery Day
2010-05-05,Children's Day
2010-07-19,Marine Day
2010-09-20,Respect for the Aged Day
2010-09-23,Autumnal Equinox Day
2010-10-11,Health-Sports Day
2010-11-03,Culture Day
2010-11-23,Labor Thanksgiving Day
2010-12-23,Emperor's Birthday
2010-12-31,Bank Holiday
2011-01-01,New Year's Day
2011-01-02,Bank Holiday
2011-01-03,Bank Holiday
2011-01-10,Coming of Age Day
2011-02-11,National Foundation Day
2011-03-21,Vernal Equinox Day
2011-04-29,Showa Day
2011-05-03,Constitution Memorial Day
2011-05-04,Greenery Day
2011-05-05,Children's Day
2011-07-18,Marine Day
2011-09-19,Respect for the Aged Day
2011-09-23,Autumnal Equinox Day
2011-10-10,Health-Sports Day
2011-11-03,Culture Day
2011-11-23,Labor Thanksgiving Day
2011-12-23,Emperor's Birthday
2011-12-31,Bank Holiday
2012-01-01,New Year's Day
2012-01-02,New Year's Day (substitute)
2012-01-03,Bank Holiday
2012-01-09,Coming of Age Day
2012-02-11,National Foundation Day
2012-03-20,Vernal Equinox Day
2012-04-29,Showa Day
2012-04-30,Showa Day (substitute)
2012-05-03,Constitution Memorial Day
2012-05-04,Greenery Day
2012-05-05,Children's Day
2012-07-16,Marine Day
2012-09-17,Respect for the Aged Day
2012-09-22,Autumnal Equinox Day
2012-10-08,Health-Sports Day
2012-11-03,Culture Day
2012-11-23,Labor Thanksgiving Day
2012-12-23,Emperor's Birthday
2012-12-24,Emperor's Birthday (substitute)
2012-12-31,Bank Holiday
2013-01-01,New Year's Day
2013-01-02,Bank Holiday
2013-01-03,Bank Holiday
2013-01-14,Coming of Age Day
2013-02-11,National Foundation Day
2013-03-20,Vernal Equinox Day
2013-04-29,Showa Day
2013-05-03,Constitution Memorial Day
2013-05-04,Greenery Day
2013-05-05,Children's Day
2013-05-06,Children's Day (substitute)
2013-07-15,Marine Day
2013-09-16,Respect for the Aged Day
2013-09-23,Autumnal Equinox Day
2013-10-14,Health-Sports Day
2013-11-03,Culture Day
2013-11-04,Culture Day (substitute)
2013-11-23,Labor Thanksgiving Day
2013-12-23,Emperor's Birthday
2013-12-31,Bank Holiday
2014-01-01,New Year's Day
2014-01-02,Bank Holiday
2014-01-03,Bank Holiday
2014-01-13,Coming of Age Day
2014-02-11,National Foundation Day
2014-03-21,Vernal Equinox Day
2014-04-29,Showa Day
2014-05-03,Constitution Memorial Day
2014-05-04,Greenery Day
2014-05-05,Children's Day
2014-05-06,Greenery Day (substitute)
2014-07-21,Marine Day
2014-09-15,Respect for the Aged Day
2014-09-23,Autumnal Equinox Day
2014-10-13,Health-Sports Day
2014-11-03,Culture Day
2014-11-23,Labor Thanksgiving Day
2014-11-24,Labor Thanksgiving Day (substitute)
2014-12-23,Emperor's Birthday
2014-12-31,Bank Holiday
2015-01-01,New Year's Day
2015-01-02,Bank Holiday
2015-01-03,Bank Holiday
2015-01-12,Coming of Age Day
2015-02-11,National Foundation Day
2015-03-21,Vernal Equinox Day
2015-04-29,Showa Day
2015-05-03,Constitution Memorial Day
2015-05-04,Greenery Day
2015-05-05,Children's Day
2015-05-06,Constitution Memorial Day (substitute)
2015-07-20,Marine Day
2015-09-21,Respect for the Aged Day
2015-09-22,Citizens' Holiday
2015-09-23,Autumnal Equinox Day
2015-10-12,Health-Sports Day
2015-11-03,Culture Day
2015-11-23,Labor Thanksgiving Day
2015-12-23,Emperor's Birthday
2015-12-31,Bank Holiday
2016-01-01,New Year's Day
2016-01-02,Bank Holiday
2016-01-03,Bank Holiday
2016-01-11,Coming of Age Day
2016-02-11,National Foundation Day
2016-03-20,Vernal Equinox Day
2016-03-21,Vernal Equinox Day (substitute)
2016-04-29,Showa Day
2016-05-03,Constitution Memorial Day
2016-05-04,Greenery Day
2016-05-05,Children's Day
2016-07-18,Marine Day
2016-08-11,Mountain Day
2016-09-19,Respect for the Aged Day
2016-09-22,Autumnal Equinox Day
2016-10-10,Health-Sports Day
2016-11-03,Culture Day
2016-11-23,Labor Thanksgiving Day
2016-12-23,Emperor's Birthday
2016-12-31,Bank Holiday
2017-01-01,New Year's Day
2017-01-02,New Year's Day (substitute)
2017-01-03,Bank Holiday
2017-01-09,Coming of Age Day
2017-02-11,National Foundation Day
2017-03-20,Vernal Equinox Day
2017-04-29,Showa Day
2017-05-03,Constitution Memorial Day
2017-05-04,Greenery Day
2017-05-05,Children's Day
2017-07-17,Marine Day
2017-08-11,Mountain Day
2017-09-18,Respect for the Aged Day
2017-09-23,Autumnal Equinox Day
2017-10-09,Health-Sports Day
2017-11-03,Culture Day
2017-11-23,Labor Thanksgiving Day
2017-12-23,Emperor's Birthday
2017-12-31,Bank Holiday
2018-01-01,New Year's Day
2018-01-02,Bank Holiday
2018-01-03,Bank Holiday
2018-01-08,Coming of Age Day
2018-02-11,National Foundation Day
2018-02-12,National Foundation Day (substitute)
2018-03-21,Vernal Equinox Day
2018-04-29,Showa Day
2018-04-30,Showa Day (substitute)
2018-05-03,Constitution Memorial Day
2018-05-04,Greenery Day
2018-05-05,Children's Day
2018-07-16,Marine Day
2018-08-11,Mountain Day
2018-09-17,Respect for the Aged Day
2018-09-23,Autumnal Equinox Day
2018-09-24,Autumnal Equinox Day (substitute)
2018-10-08,Health-Sports Day
2018-11-03,Culture Day
2018-11-23,Labor Thanksgiving Day
2018-12-23,Emperor's Birthday
2018-12-24,Emperor's Birthday (substitute)
2018-12-31,Bank Holiday
2019-01-01,New Year's Day
2019-01-02,Bank Holiday
2019-01-03,Bank Holiday
2019-01-14,Coming of Age Day
2019-02-11,National Foundation Day
2019-03-21,Vernal Equinox Day
2019-04-29,Showa Day
2019-04-30,Citizens' Holiday
2019-05-01,Accession Day
2019-05-02,Citizens' Holiday
2019-05-03,Constitution Memorial Day
2019-05-04,Greenery Day
2019-05-05,Children's Day
2019-05-06,Children's Day (substitute)
2019-07-15,Marine Day
2019-08-11,Mountain Day
2019-08-12,Mountain Day (substitute)
2019-09-16,Respect for the Aged Day
2019-09-23,Autumnal Equinox Day
2019-10-14,Health-Sports Day
2019-10-22,Enthronement Ceremony
2019-11-03,Culture Day
2019-11-04,Culture Day (substitute)
2019-11-23,Labor Thanksgiving Day
2019-12-31,Bank Holiday
2020-01-01,New Year's Day
2020-01-02,Bank Holiday
2020-01-03,Bank Holiday
2020-01-13,Coming of Age Day
2020-02-11,National Foundation Day
2020-02-23,Emperor's Birthday
2020-02-24,Emperor's Birthday (substitute)
2020-03-20,Vernal Equinox Day
2020-04-29,Showa Day
2020-05-03,Constitution Memorial Day
2020-05-04,Greenery Day
2020-05-05,Children's Day
2020-05-06,Constitution Memorial Day (substitute)
2020-07-23,Marine Day
2020-07-24,Sports Day
2020-08-10,Mountain Day
2020-09-21,Respect for the Aged Day
2020-09-22,Autumnal Equinox Day
2020-11-03,Culture Day
2020-11-23,Labor Thanksgiving Day
2020-12-31,Bank Holiday
2021-01-01,New Year's Day
2021-01-02,Bank Holiday
2021-01-03,Bank Holiday
2021-01-11,Coming of Age Day
2021-02-11,National Foundation Day
2021-02-23,Emperor's Birthday
2021-03-20,Vernal Equinox Day
2021-04-29,Showa Day
2021-05-03,Constitution Memorial Day
2021-05-04,Greenery Day
